7757 5375 4139 2705 2123 1901 1619 1163 1193 1091 1067 863 809 737 566 437 437 374 350 290 269 209 152 182 151 118
7271 4649 3341 2561 1949 1511 1385 1169 1013 1043 749 626 671 521 491 425 392 326 272 260 173 140 158 121 82 83
7334 5210 3266 2750 2156 1700 1592 1316 1118 1034 1040 803 680 569 494 518 467 320 329 269 176 149 203 106 84 86
8810 6044 4478 3092 2354 1958 1652 1436 1430 1160 950 992 779 662 608 476 392 356 335 293 242 248 164 149 94 82
6998 4712 3182 2276 1898 1664 1208 1070 1052 1010 848 734 560 554 410 374 344 305 284 200 182 137 149 105 94 66
8246 5738 3986 2876 2174 1934 1958 1478 1232 998 1028 992 812 593 608 584 425 320 284 284 248 200 182 140 111 90
