1	0.00000	7.348	253.474	171.652	-12.941	251.959	171.386	213.029	251.988	173.077	193.201	250.258	172.842
2	0.00200	7.318	253.493	171.659	-12.930	251.957	171.415	213.030	252.023	173.087	193.209	250.248	172.855
3	0.00400	7.322	253.478	171.625	-12.935	251.965	171.433	213.037	251.995	173.094	193.209	250.258	172.843
4	0.00600	7.328	253.472	171.682	-12.930	251.957	171.415	213.030	252.005	173.082	193.208	250.241	172.837
5	0.00800	7.314	253.467	171.636	-12.936	251.947	171.427	213.022	251.988	173.078	193.185	250.224	172.833
6	0.01000	7.315	253.468	171.637	-12.944	251.947	171.428	213.022	251.988	173.078	193.186	250.248	172.855
7	0.01200	7.322	253.478	171.625	-12.945	251.941	171.412	213.007	251.979	173.090	193.193	250.241	172.837
8	0.01400	7.309	253.474	171.652	-12.938	251.912	171.418	213.014	251.969	173.102	193.200	250.233	172.821
9	0.01600	7.312	253.454	171.676	-12.949	251.942	171.382	213.029	251.978	173.089	193.184	250.228	172.775
10	0.01800	7.324	253.485	171.641	-12.939	251.922	171.405	213.014	251.971	173.073	193.200	250.243	172.808
11	0.02000	7.321	253.459	171.618	-12.941	251.932	171.393	213.021	251.981	173.060	193.207	250.236	172.791
12	0.02200	7.310	253.461	171.589	-12.940	251.948	171.397	213.029	251.973	173.043	193.199	250.228	172.774
13	0.02400	7.323	253.466	171.634	-12.946	251.943	171.351	213.021	251.976	173.014	193.200	250.236	172.791
14	0.02600	7.324	253.443	171.583	-12.951	251.950	171.368	213.021	251.976	173.013	193.223	250.243	172.808
15	0.02800	7.305	253.467	171.604	-12.938	251.959	171.354	213.021	251.994	173.018	193.191	250.239	172.761
16	0.03000	7.309	253.469	171.575	-12.956	251.934	171.333	213.021	251.986	173.001	193.191	250.249	172.749
17	0.03200	7.308	253.452	171.570	-12.947	251.941	171.349	213.021	251.996	172.989	193.199	250.258	172.737
18	0.03400	7.313	253.481	171.533	-12.949	251.961	171.325	213.021	251.996	172.989	193.191	250.246	172.778
19	0.03600	7.304	253.476	171.591	-12.950	251.943	171.320	213.021	252.004	173.006	193.199	250.258	172.737
20	0.03800	7.313	253.484	171.608	-12.968	251.946	171.291	213.021	251.996	172.989	193.184	250.239	172.762
21	0.04000	7.299	253.490	171.551	-12.951	251.954	171.309	213.014	252.011	173.023	193.184	250.276	172.742
22	0.04200	7.290	253.482	171.534	-12.964	251.962	171.326	213.014	252.014	172.994	193.184	250.266	172.754
23	0.04400	7.293	253.508	171.557	-12.966	251.982	171.302	213.007	252.016	172.966	193.169	250.259	172.738
24	0.04600	7.283	253.500	171.539	-12.987	251.973	171.315	212.999	252.024	172.983	193.177	250.266	172.755
25	0.04800	7.274	253.494	171.524	-12.980	251.972	171.314	213.000	252.031	173.000	193.169	250.269	172.726
26	0.05000	7.271	253.526	171.562	-12.985	251.981	171.333	213.000	252.041	172.988	193.162	250.279	172.714
27	0.05200	7.275	253.529	171.534	-12.994	252.006	171.251	212.992	252.034	172.971	193.162	250.286	172.731
28	0.05400	7.257	253.505	171.513	-12.989	251.994	171.292	213.008	252.041	172.988	193.163	250.294	172.748
29	0.05600	7.266	253.521	171.516	-13.004	252.010	171.295	213.000	252.051	172.976	193.163	250.294	172.748
30	0.05800	7.265	253.531	171.504	-12.994	252.018	171.313	212.992	252.041	172.988	193.170	250.306	172.707
31	0.06000	7.278	253.537	171.552	-12.997	252.008	171.222	212.993	252.061	172.964	193.155	250.316	172.695
32	0.06200	7.277	253.547	171.540	-12.980	252.028	171.302	213.001	252.068	172.981	193.163	250.306	172.707
33	0.06400	7.283	253.556	171.527	-13.000	252.051	171.249	213.008	252.060	172.964	193.171	250.343	172.688
34	0.06600	7.301	253.564	171.545	-13.000	252.051	171.249	213.009	252.080	172.940	193.186	250.335	172.671
35	0.06800	7.296	253.575	171.501	-12.993	252.023	171.255	213.016	252.078	172.968	193.172	250.348	172.734
36	0.07000	7.296	253.565	171.514	-12.973	252.055	171.294	213.009	252.078	172.969	193.186	250.330	172.728
37	0.07200	7.287	253.567	171.484	-12.977	252.040	171.260	213.016	252.078	172.968	193.177	250.328	172.653
38	0.07400	7.302	253.579	171.547	-12.975	252.036	171.287	213.016	252.085	172.985	193.186	250.333	172.699
39	0.07600	7.282	253.537	171.520	-12.972	252.044	171.305	213.009	252.086	172.985	193.186	250.350	172.704
40	0.07800	7.297	253.565	171.513	-12.971	252.034	171.317	213.023	252.068	172.980	193.185	250.323	172.711
41	0.08000	7.300	253.534	171.549	-12.981	252.037	171.288	213.016	252.085	172.985	193.201	250.330	172.728
