1	0.00000	2.523	385.924	172.681	22.845	385.677	172.874	298.092	362.666	174.249	320.420	363.343	174.236
2	0.00200	2.504	385.910	172.642	22.832	385.641	172.810	298.083	362.659	174.230	320.429	363.357	174.241
3	0.00400	2.523	385.888	172.617	22.808	385.680	172.842	298.107	362.669	174.218	320.429	363.415	174.438
4	0.00600	2.536	385.955	172.647	22.823	385.690	172.830	298.085	362.670	174.219	320.453	363.345	174.205
5	0.00800	2.519	385.938	172.559	22.856	385.720	172.876	298.109	362.690	174.196	320.436	363.406	174.293
6	0.01000	2.533	385.931	172.619	22.839	385.671	172.774	298.126	362.696	174.135	320.471	363.403	174.166
7	0.01200	2.522	385.925	172.521	22.858	385.728	172.816	298.126	362.713	174.143	320.459	363.421	174.174
8	0.01400	2.541	385.964	172.554	22.871	385.733	172.831	298.134	362.730	174.149	320.463	363.468	174.303
9	0.01600	2.555	385.986	172.533	22.871	385.749	172.839	298.164	362.753	174.174	320.489	363.461	174.205
10	0.01800	2.557	385.990	172.548	22.884	385.780	172.805	298.160	362.761	174.115	320.485	363.450	174.092
11	0.02000	2.553	385.995	172.520	22.881	385.793	172.841	298.145	362.761	174.115	320.498	363.457	174.157
12	0.02200	2.536	385.998	172.489	22.880	385.786	172.822	298.166	362.777	174.121	320.516	363.473	174.163
13	0.02400	2.547	386.011	172.527	22.892	385.750	172.839	298.169	362.802	174.147	320.484	363.494	174.297
14	0.02600	2.577	386.004	172.587	22.885	385.789	172.870	298.152	362.785	174.140	320.502	363.484	174.230
15	0.02800	2.549	386.001	172.538	22.861	385.772	172.863	298.145	362.782	174.170	320.516	363.440	174.071
16	0.03000	2.562	386.004	172.587	22.893	385.767	172.848	298.169	362.782	174.217	320.473	363.468	174.224
17	0.03200	2.554	386.005	172.589	22.872	385.738	172.804	298.165	362.780	174.170	320.487	363.493	174.296
18	0.03400	2.563	386.003	172.666	22.879	385.747	172.871	298.154	362.783	174.218	320.476	363.426	174.191
19	0.03600	2.554	386.015	172.657	22.860	385.759	172.863	298.150	362.752	174.174	320.483	363.415	174.202
20	0.03800	2.539	385.969	172.606	22.845	385.715	172.858	298.145	362.752	174.252	320.465	363.475	174.446
21	0.04000	2.557	385.985	172.692	22.862	385.720	172.956	298.150	362.740	174.263	320.477	363.410	174.231
22	0.04200	2.553	385.989	172.662	22.875	385.721	172.878	298.146	362.738	174.215	320.458	363.410	174.310
23	0.04400	2.553	385.945	172.659	22.853	385.731	172.945	298.151	362.758	174.270	320.478	363.414	174.280
24	0.04600	2.557	385.976	172.626	22.873	385.718	172.953	298.152	362.741	174.263	320.482	363.429	174.364
25	0.04800	2.567	385.953	172.725	22.871	385.739	172.930	298.158	362.765	174.289	320.482	363.378	174.218
26	0.05000	2.558	385.930	172.574	22.879	385.717	172.908	298.177	362.748	174.203	320.492	363.390	174.254
27	0.05200	2.583	385.960	172.665	22.891	385.715	172.904	298.169	362.745	174.233	320.500	363.410	174.231
28	0.05400	2.578	385.967	172.604	22.904	385.725	172.971	298.184	362.745	174.233	320.516	363.407	174.261
29	0.05600	2.593	385.930	172.619	22.921	385.712	172.935	298.203	362.753	174.173	320.532	363.412	174.232
30	0.05800	2.595	385.973	172.620	22.916	385.714	172.901	298.192	362.756	174.221	320.559	363.403	174.289
31	0.06000	2.592	385.912	172.610	22.928	385.732	172.912	298.192	362.746	174.233	320.542	363.382	174.188
32	0.06200	2.589	385.915	172.579	22.904	385.701	172.864	298.198	362.742	174.263	320.541	363.455	174.390
33	0.06400	2.604	385.908	172.639	22.905	385.717	172.871	298.194	362.737	174.245	320.536	363.369	174.230
34	0.06600	2.614	385.922	172.598	22.932	385.703	172.912	298.203	362.726	174.178	320.543	363.391	174.332
35	0.06800	2.603	385.907	172.638	22.913	385.691	172.876	298.202	362.720	174.238	320.552	363.339	174.186
36	0.07000	2.584	385.911	172.608	22.916	385.696	172.892	298.199	362.718	174.237	320.555	363.390	174.332
37	0.07200	2.600	385.874	172.625	22.913	385.662	172.957	298.192	362.692	174.242	320.533	363.396	174.428
38	0.07400	2.604	385.871	172.655	22.928	385.633	172.914	298.190	362.681	174.253	320.532	363.340	174.311
39	0.07600	2.586	385.884	172.693	22.916	385.657	172.941	298.190	362.691	174.242	320.533	363.325	174.352
40	0.07800	2.595	385.854	172.648	22.911	385.655	173.017	298.190	362.670	174.265	320.511	363.310	174.346
