708	1.41400	172.488	223.627	45.196
709	1.41600	176.522	224.123	45.185
710	1.41800	180.765	224.324	45.153
711	1.42000	184.397	224.518	45.174
712	1.42200	187.861	224.518	45.084
713	1.42400	191.234	224.453	44.958
714	1.42600	194.413	224.352	44.810
715	1.42800	197.321	224.111	44.111
716	1.43000	200.536	223.898	43.597
717	1.43200	204.455	223.706	43.300
718	1.43400	208.132	223.478	42.915
719	1.43600	211.750	223.044	42.619
720	1.43800	215.686	222.819	42.364
721	1.44000	219.765	222.665	42.040
722	1.44200	223.571	222.452	41.653
723	1.44400	227.883	222.326	41.484
724	1.44600	232.306	222.239	41.323
725	1.44800	236.330	222.089	40.982
726	1.45000	240.050	222.100	40.396
727	1.45200	243.851	222.212	39.773
728	1.45400	247.575	222.320	39.793
729	1.45600	251.352	222.442	40.320
730	1.45800	254.983	222.672	40.994
731	1.46000	256.668	222.837	42.309
732	1.46200	254.156	223.068	43.972
733	1.46400	251.251	223.508	45.928
734	1.46600	248.476	223.912	47.830
735	1.46800	245.442	224.221	50.088
736	1.47000	242.698	224.645	51.972
737	1.47200	239.956	225.078	53.718
738	1.47400	237.268	225.503	55.422
739	1.47600	234.402	226.016	57.386
740	1.47800	231.723	226.449	59.140
741	1.48000	228.889	226.692	60.986
742	1.48200	226.213	227.154	62.610
743	1.48400	223.535	227.589	64.206
744	1.48600	220.678	228.039	65.881
745	1.48800	217.968	228.531	67.324
746	1.49000	215.264	229.124	69.106
747	1.49200	212.561	229.616	70.563
748	1.49400	209.894	230.111	71.916
749	1.49600	207.232	230.607	73.218
750	1.49800	204.526	231.109	74.557
751	1.50000	201.902	231.603	75.855
752	1.50200	199.112	232.220	77.371
753	1.50400	196.510	232.727	78.554
754	1.50600	194.000	233.217	79.743
755	1.50800	191.679	233.612	80.522
756	1.51000	189.019	234.143	81.595
757	1.51200	186.247	234.665	82.619
758	1.51400	183.141	235.318	83.801
759	1.51600	180.316	235.829	84.688
760	1.51800	177.662	236.356	85.591
761	1.52000	175.209	236.955	86.799
762	1.52200	172.310	237.564	87.891
763	1.52400	169.444	238.130	88.798
764	1.52600	167.189	238.685	89.851
765	1.52800	166.135	239.079	90.650
766	1.53000	163.510	239.472	91.161
