24.571	-43.183	405.424	NaN	NaN	NaN
24.541	-43.204	405.443	NaN	NaN	NaN
24.513	-43.204	405.449	NaN	NaN	NaN
24.461	-43.215	405.451	NaN	NaN	NaN
24.396	-43.200	405.415	NaN	NaN	NaN
24.369	-43.213	405.457	NaN	NaN	NaN
24.304	-43.193	405.489	NaN	NaN	NaN
24.266	-43.216	405.426	NaN	NaN	NaN
24.231	-43.226	405.455	NaN	NaN	NaN
24.165	-43.215	405.441	NaN	NaN	NaN
24.103	-43.207	405.440	NaN	NaN	NaN
24.076	-43.221	405.482	NaN	NaN	NaN
24.037	-43.212	405.417	NaN	NaN	NaN
23.974	-43.187	405.426	610.641	-41.050	411.848
23.958	-43.216	405.448	609.928	-41.050	411.804
23.893	-43.199	405.434	609.161	-41.021	411.777
23.856	-43.217	405.440	608.434	-41.048	411.796
23.791	-43.202	405.381	607.685	-41.070	411.743
23.787	-43.207	405.404	606.919	-41.041	411.722
23.746	-43.215	405.419	606.204	-41.060	411.725
23.714	-43.221	405.425	605.486	-41.047	411.757
23.703	-43.223	405.435	604.724	-41.021	411.774
23.635	-43.227	405.411	603.980	-41.028	411.660
23.633	-43.211	405.421	603.288	-41.016	411.706
23.587	-43.210	405.424	602.510	-41.007	411.686
23.536	-43.220	405.449	601.737	-40.979	411.646
23.528	-43.217	405.436	601.032	-41.025	411.713
23.483	-43.232	405.429	600.250	-40.975	411.572
23.433	-43.224	405.396	599.537	-40.960	411.575
23.405	-43.239	405.415	598.781	-40.941	411.587
23.358	-43.237	405.417	598.070	-40.934	411.502
23.331	-43.222	405.433	597.301	-40.918	411.521
23.261	-43.248	405.423	596.553	-40.888	411.614
23.208	-43.226	405.445	595.782	-40.842	411.493
23.161	-43.226	405.425	595.046	-40.843	411.547
23.102	-43.220	405.401	594.296	-40.813	411.453
23.038	-43.232	405.414	593.556	-40.788	411.484
22.995	-43.224	405.439	592.765	-40.783	411.490
22.923	-43.203	405.412	592.017	-40.783	411.425
22.903	-43.224	405.399	591.264	-40.775	411.493
22.834	-43.210	405.431	590.518	-40.770	411.431
22.781	-43.206	405.420	589.761	-40.695	411.383
22.764	-43.220	405.430	588.973	-40.685	411.457
22.711	-43.216	405.419	588.272	-40.660	411.395
22.691	-43.221	405.416	587.536	-40.681	411.448
22.638	-43.231	405.418	586.796	-40.658	411.497
22.576	-43.207	405.428	586.033	-40.609	411.377
22.546	-43.215	405.411	585.280	-40.605	411.408
22.519	-43.243	405.466	584.535	-40.581	411.374
22.443	-43.228	405.462	583.842	-40.587	411.318
22.396	-43.216	405.383	583.049	-40.579	411.440
22.373	-43.240	405.415	582.300	-40.589	411.357
22.342	-43.247	405.421	581.516	-40.563	411.309
22.271	-43.240	405.430	580.794	-40.577	411.314
22.257	-43.250	405.394	580.033	-40.554	411.273
22.209	-43.252	405.443	579.278	-40.550	411.304
22.166	-43.245	405.445	578.544	-40.533	411.351
22.111	-43.240	405.458	577.802	-40.525	411.270
