96.311	-43.072	405.953	NaN	NaN	NaN
96.332	-43.092	405.902	NaN	NaN	NaN
96.319	-43.076	405.944	NaN	NaN	NaN
96.290	-43.077	405.949	NaN	NaN	NaN
96.273	-43.062	405.908	NaN	NaN	NaN
96.277	-43.049	405.931	NaN	NaN	NaN
96.283	-43.073	405.958	NaN	NaN	NaN
96.249	-43.049	405.935	NaN	NaN	NaN
96.251	-43.064	405.949	NaN	NaN	NaN
96.225	-43.046	405.894	NaN	NaN	NaN
96.224	-43.030	405.903	NaN	NaN	NaN
96.200	-43.027	405.862	NaN	NaN	NaN
96.184	-43.017	405.903	NaN	NaN	NaN
96.182	-43.040	405.894	NaN	NaN	NaN
96.158	-43.007	405.825	NaN	NaN	NaN
96.162	-43.046	405.866	NaN	NaN	NaN
96.137	-43.010	405.844	NaN	NaN	NaN
96.130	-42.999	405.876	NaN	NaN	NaN
96.088	-42.980	405.816	NaN	NaN	NaN
96.111	-42.982	405.858	NaN	NaN	NaN
96.098	-42.990	405.867	NaN	NaN	NaN
96.030	-42.951	405.798	NaN	NaN	NaN
96.029	-42.926	405.854	NaN	NaN	NaN
95.990	-42.928	405.868	NaN	NaN	NaN
96.019	-42.926	405.886	NaN	NaN	NaN
95.988	-42.897	405.864	NaN	NaN	NaN
95.946	-42.876	405.827	NaN	NaN	NaN
95.937	-42.871	405.859	NaN	NaN	NaN
95.948	-42.884	405.864	NaN	NaN	NaN
95.937	-42.857	405.823	NaN	NaN	NaN
95.891	-42.856	405.823	NaN	NaN	NaN
95.875	-42.832	405.851	NaN	NaN	NaN
95.875	-42.833	405.828	NaN	NaN	NaN
95.852	-42.820	405.855	NaN	NaN	NaN
95.834	-42.804	405.837	NaN	NaN	NaN
95.815	-42.800	405.879	NaN	NaN	NaN
95.817	-42.809	405.893	NaN	NaN	NaN
95.777	-42.790	405.833	NaN	NaN	NaN
95.780	-42.789	405.916	NaN	NaN	NaN
95.763	-42.765	405.921	NaN	NaN	NaN
95.723	-42.760	405.898	NaN	NaN	NaN
95.731	-42.742	405.898	NaN	NaN	NaN
95.686	-42.719	405.908	NaN	NaN	NaN
95.673	-42.733	405.977	NaN	NaN	NaN
95.658	-42.696	405.945	NaN	NaN	NaN
95.636	-42.685	405.927	NaN	NaN	NaN
95.613	-42.671	405.977	NaN	NaN	NaN
95.595	-42.671	405.950	NaN	NaN	NaN
95.607	-42.661	405.987	NaN	NaN	NaN
