24.276	-43.435	405.390	608.857	-39.950	411.648
24.251	-43.428	405.419	607.905	-39.919	411.700
24.205	-43.430	405.376	606.947	-39.866	411.596
24.168	-43.448	405.382	606.065	-39.863	411.661
24.095	-43.413	405.342	605.106	-39.855	411.611
24.054	-43.397	405.390	604.166	-39.840	411.654
23.990	-43.357	405.386	603.245	-39.852	411.613
23.979	-43.396	405.399	602.309	-39.842	411.567
23.929	-43.349	405.385	601.357	-39.844	411.655
23.872	-43.335	405.385	600.435	-39.854	411.616
23.860	-43.333	405.440	599.480	-39.884	411.637
23.801	-43.302	405.449	598.546	-39.880	411.569
23.785	-43.331	405.472	597.633	-39.915	411.643
23.743	-43.325	405.451	596.661	-39.892	411.516
23.700	-43.315	405.500	595.773	-39.962	411.564
23.667	-43.344	405.496	594.796	-39.977	411.514
23.639	-43.310	405.453	593.841	-39.981	411.545
23.590	-43.300	405.443	592.953	-40.047	411.532
23.542	-43.307	405.423	591.991	-40.103	411.483
23.508	-43.295	405.462	590.987	-40.110	411.522
23.448	-43.266	405.448	590.110	-40.166	411.371
23.422	-43.279	405.490	589.129	-40.209	411.494
23.389	-43.257	405.447	588.194	-40.246	411.372
23.341	-43.255	405.473	587.238	-40.277	411.420
23.249	-43.211	405.543	586.282	-40.355	411.405
23.234	-43.205	405.517	585.381	-40.427	411.419
23.194	-43.179	405.484	584.441	-40.442	411.399
23.124	-43.149	405.503	583.490	-40.497	411.364
23.092	-43.154	405.532	582.571	-40.520	411.413
23.019	-43.119	405.492	581.626	-40.570	411.338
22.988	-43.086	405.518	580.660	-40.644	411.400
22.935	-43.083	405.507	579.734	-40.667	411.302
22.879	-43.050	405.448	578.779	-40.725	411.383
22.850	-43.047	405.500	577.830	-40.734	411.265
22.813	-43.069	405.460	576.893	-40.797	411.272
22.773	-43.057	405.440	575.962	-40.869	411.158
22.728	-43.035	405.430	575.045	-40.937	411.275
22.709	-43.040	405.427	574.092	-40.997	411.209
22.654	-43.036	405.416	573.136	-41.046	411.271
22.621	-43.026	405.432	572.243	-41.105	411.208
22.560	-43.005	405.373	571.274	-41.129	411.161
22.540	-43.010	405.369	570.303	-41.186	411.124
22.483	-42.985	405.437	569.346	-41.221	411.158
22.456	-43.003	405.411	568.465	-41.291	411.125
22.417	-42.990	405.413	567.498	-41.299	411.005
22.372	-42.981	405.439	566.560	-41.387	411.193
22.325	-42.965	405.429	565.638	-41.391	410.997
22.266	-42.949	405.451	564.692	-41.458	411.161
22.254	-42.956	405.483	563.766	-41.472	411.029
22.184	-42.959	405.482	562.840	-41.489	411.068
22.135	-42.951	405.449	561.875	-41.519	411.021
22.077	-42.933	405.494	560.917	-41.557	411.075
22.043	-42.944	405.523	559.984	-41.583	411.053
22.011	-42.950	405.529	559.020	-41.600	410.986
21.954	-42.939	405.483	558.068	-41.613	410.963
21.929	-42.948	405.502	557.126	-41.595	410.922
21.874	-42.967	405.482	556.181	-41.590	411.002
21.833	-42.963	405.439	555.245	-41.567	410.874
21.771	-42.954	405.439	554.317	-41.559	410.926
21.731	-42.979	405.445	553.357	-41.524	410.881
21.670	-42.957	405.408	552.458	-41.504	410.876
21.634	-42.954	405.401	551.471	-41.460	410.809
21.576	-42.976	405.427	550.510	-41.435	410.891
21.511	-42.973	405.426	549.574	-41.406	410.872
21.462	-42.981	405.383	548.635	-41.368	410.923
21.435	-42.982	405.389	547.640	-41.313	410.804
21.330	-42.953	405.356	546.720	-41.274	410.889
21.321	-42.969	405.378	545.782	-41.228	410.833
21.281	-42.970	405.417	544.819	-41.180	410.819
21.204	-42.976	405.403	543.860	-41.148	410.759
21.168	-42.987	405.432	542.908	-41.111	410.821
21.138	-42.995	405.415	541.964	-41.061	410.690
21.053	-42.996	405.434	541.049	-41.042	410.743
21.007	-42.992	405.482	540.062	-40.997	410.747
20.960	-43.029	405.465	539.146	-40.951	410.745
20.923	-43.051	405.426	538.189	-40.930	410.679
20.898	-43.080	405.481	537.276	-40.943	410.809
20.858	-43.068	405.461	536.347	-40.882	410.629
20.815	-43.098	405.467	535.379	-40.873	410.693
20.788	-43.130	405.476	534.419	-40.824	410.664
20.705	-43.111	405.459	533.467	-40.776	410.671
20.701	-43.153	405.485	532.540	-40.742	410.613
20.672	-43.155	405.468	531.631	-40.716	410.644
20.615	-43.194	405.461	530.664	-40.713	410.540
20.583	-43.186	405.454	529.719	-40.655	410.608
20.521	-43.175	405.476	528.780	-40.641	410.597
20.499	-43.240	405.466	527.866	-40.586	410.562
20.443	-43.206	405.430	526.859	-40.556	410.496
20.387	-43.199	405.465	525.920	-40.539	410.529
20.334	-43.232	405.458	524.985	-40.512	410.519
20.300	-43.223	405.451	524.059	-40.490	410.502
20.227	-43.226	405.415	523.087	-40.476	410.515
20.186	-43.253	405.375	522.136	-40.461	410.469
20.142	-43.251	405.401	521.213	-40.451	410.492
20.053	-43.257	405.419	520.224	-40.448	410.468
20.013	-43.269	405.390	519.280	-40.427	410.487
19.963	-43.270	405.438	518.337	-40.438	410.430
19.890	-43.277	405.333	517.394	-40.414	410.406
19.831	-43.283	405.368	516.379	-40.418	410.443
19.783	-43.289	405.348	515.464	-40.424	410.348
19.755	-43.319	405.380	514.555	-40.432	410.330
19.681	-43.305	405.354	513.594	-40.445	410.311
19.658	-43.314	405.373	512.641	-40.469	410.301
19.600	-43.337	405.376	511.663	-40.480	410.358
19.554	-43.336	405.378	510.711	-40.492	410.287
19.492	-43.328	405.378	509.808	-40.499	410.295
19.462	-43.348	405.420	508.839	-40.514	410.259
19.420	-43.357	405.413	507.876	-40.544	410.278
19.364	-43.336	405.412	506.948	-40.558	410.258
19.349	-43.365	405.435	506.013	-40.623	410.351
19.274	-43.351	405.408	505.025	-40.632	410.288
19.227	-43.363	405.447	504.087	-40.673	410.287
19.197	-43.355	405.440	503.134	-40.704	410.257
19.144	-43.365	405.443	502.153	-40.761	410.264
19.117	-43.381	405.462	501.213	-40.805	410.220
19.067	-43.384	405.487	500.292	-40.860	410.307
18.967	-43.377	405.503	499.320	-40.888	410.165
18.958	-43.384	405.444	498.368	-40.955	410.210
18.886	-43.380	405.408	497.409	-40.973	410.239
18.854	-43.380	405.505	496.496	-41.022	410.174
18.764	-43.399	405.433	495.494	-41.042	410.143
18.720	-43.375	405.445	494.599	-41.099	410.154
18.674	-43.379	405.380	493.619	-41.123	410.125
18.613	-43.369	405.402	492.685	-41.161	410.148
18.577	-43.381	405.408	491.736	-41.220	410.069
18.529	-43.365	405.398	490.796	-41.257	410.119
18.459	-43.361	405.362	489.845	-41.287	410.071
18.422	-43.357	405.378	488.894	-41.315	410.071
18.366	-43.362	405.322	487.919	-41.350	410.042
18.315	-43.351	405.311	486.953	-41.398	410.021
18.262	-43.345	405.347	486.039	-41.434	409.992
18.223	-43.348	405.340	485.089	-41.459	409.950
18.149	-43.366	405.294	484.136	-41.468	409.917
18.124	-43.359	405.323	483.191	-41.531	409.960
18.064	-43.367	405.313	482.265	-41.580	409.872
18.006	-43.353	405.312	481.295	-41.611	409.950
